"S.No","plod","name","title","male","culture","dateOfBirth","DateoFdeath","mother","father","heir","house","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","age","numDeadRelations","boolDeadRelations","isPopular","popularity","isAlive"
496,0.007,"Emphyria Vance",NA,0,NA,NA,NA,"","","","House Vance of Wayfarer's Rest","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
497,0.8,"Enger",NA,0,NA,NA,NA,"","","","House Tully","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
498,0.049,"Erik Ironmaker","Nobility",1,"Ironborn",211,NA,"","","","House Ironmaker","Asha Greyjoy",0,0,0,1,1,NA,NA,NA,1,1,1,94,0,0,0,0.050167224,1
499,0.241,"Erreck","Nobility",1,NA,NA,NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.003344482,1
500,0.226,"Erreg","Royalty",0,NA,NA,NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
501,0.017,"Errok",NA,1,"Free Folk",NA,NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
502,0.077,"Erryk (guard)",NA,0,NA,NA,NA,"","","","House Tyrell","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
503,0.187,"Esgred",NA,1,NA,NA,NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
504,0.015,"Eustace (Braavos)","Church",0,NA,NA,NA,"","","","Faith of the Seven","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
505,0.784,"Eustace (Dance of the Dragons)","Church",1,NA,NA,NA,"","","","Faith of the Seven","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.036789298,1
506,0.013,"Ezzara",NA,0,"Ghiscari",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
507,0.942,"Euron Greyjoy",NA,1,"Ironborn",NA,NA,"Lady of House Sunderly","Quellon Greyjoy","","","",0,0,0,0,0,1,0,NA,NA,0,0,NA,4,1,1,0.739130435,1
508,0.012,"Ezzelyno","Church",0,NA,NA,NA,"","","","R'hllor","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
509,0.24,"Fern",NA,0,NA,NA,NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
510,0.009,"Ferny",NA,0,"Free Folk",NA,NA,"","","","","Craster",0,0,1,1,0,NA,NA,NA,0,1,0,NA,0,0,0,0.016722408,1
511,0.196,"Ferret",NA,0,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
512,0.457,"Fogo",NA,1,"Dothraki",NA,298,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.02006689,0
513,0.207,"Fornio",NA,1,NA,NA,NA,"","","","Night's Watch","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
514,0.001,"Fralegg",NA,1,"Ironborn",NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
515,0.787,"Frenya",NA,1,"Free Folk",NA,300,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.043478261,0
516,0.012,"Frynne",NA,0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
517,0.801,"Gage",NA,0,NA,NA,NA,"","","","House Stark","",1,1,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.033444816,1
518,0.207,"Galladon of Morne","Nobility",1,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0,1
519,0.003,"Gallard","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
520,0.01,"Galt",NA,0,"Vale mountain clans",NA,NA,"","","","Stone Crows","",0,1,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
521,0.283,"Galtry the Green","Nobility",1,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
522,0.276,"Galyeon of Cuy",NA,1,NA,NA,NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
523,0.281,"Gareth the Grey","Nobility",1,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.003344482,1
524,0.204,"Garigus",NA,1,NA,NA,NA,"","","","Alchemists' Guild","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.02006689,1
525,0.002,"Garizon","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
526,0.198,"Gariss",NA,1,NA,NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
527,0.011,"Garrett Paege",NA,1,NA,NA,NA,"","","","House Paege","",0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
528,0.204,"Garth XII Gardener",NA,0,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
529,0.626,"Garth of Oldtown",NA,0,NA,NA,299,"","","","Night's Watch","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,0
530,0.007,"Gascoyne","Nobility",0,NA,NA,NA,"","","","House Martell","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
531,0.717,"Gavin",NA,0,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
532,0.697,"Gelmarr",NA,1,NA,NA,299,"","","","House Greyjoy","",0,1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,0
533,0.288,"Gerren",NA,0,NA,NA,NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
534,0.992,"Gerold Lannister",NA,1,"Westeros",NA,244,"","","","House Lannister","Alysanne Farman",0,0,0,0,0,NA,NA,NA,1,1,1,NA,0,0,0,0.086956522,0
535,0.993,"Ghael","Nobility",1,NA,NA,NA,"","","","","",0,0,1,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
536,0.016,"Gillam",NA,1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
537,0.341,"Gladden Wylde","Nobility",1,NA,NA,298,"","","","House Wylde","",1,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,0
538,0.999,"Glendon Flowers","Nobility",1,NA,196,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,100,0,0,0,0.080267559,0
539,0.01,"Goady",NA,0,NA,NA,NA,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
540,0.29,"Godwyn",NA,1,NA,NA,NA,"","","","House Lannister","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
541,0.002,"Gormond Drumm",NA,1,"Ironborn",NA,NA,"","","","House Drumm","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
542,0.514,"Gowen Baratheon",NA,1,NA,NA,NA,"","","","House Baratheon","Tya Lannister",1,0,0,0,0,NA,NA,NA,1,1,0,NA,0,0,0,0.016722408,1
543,0.566,"Grance Morrigen","Nobility",1,NA,NA,NA,"","","","House Morrigen","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
544,0.482,"Grazdan",NA,1,NA,NA,299,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,0
545,0.996,"Grazdan zo Galare",NA,1,"Meereen",NA,NA,"","","","House of Galare","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
546,0.281,"Green Gergen",NA,1,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
547,0.3,"Great Walrus",NA,1,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
548,0.012,"Gretchel",NA,1,NA,NA,NA,"","","","House Arryn","",0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
549,0.414,"Grey King",NA,1,"Ironborn",NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.076923077,1
550,0.078,"Griffin King",NA,1,"First Men",NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
551,0.152,"Grigg",NA,0,"Free Folk",NA,NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
552,0.059,"Grisel",NA,0,NA,NA,NA,"","","","House Baelish","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
553,0.707,"Grisella",NA,0,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
554,0.006,"Gulian","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.003344482,1
555,0.02,"Gulian Qorgyle","Nobility",1,NA,NA,NA,"","","","House Qorgyle","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
556,0.063,"Gurn",NA,0,"Vale mountain clans",NA,NA,"","","","Stone Crows","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
557,0.002,"Guyne","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
558,0.168,"Gwayne Corbray","Nobility",1,NA,NA,NA,"","","","House Corbray","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.043478261,1
559,0.838,"Gwayne Gaunt","Nobility",0,NA,NA,NA,"","","","House Gaunt","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.036789298,1
560,0.041,"Gwin Goodbrother",NA,0,"Ironborn",NA,NA,"","","","House Goodbrother","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,1
561,0.012,"Gyles","Nobility",0,NA,NA,NA,"","","","Kingsguard","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.003344482,1
562,0.019,"Gyleno Dothare",NA,1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
563,0.003,"Gyles Farwynd",NA,1,"Ironborn",NA,NA,"","","","House Farwynd of the Lonely Light","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
564,0.362,"Gwynesse Harlaw",NA,0,"Ironborn",NA,NA,"","","","House Harlaw","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.056856187,1
565,0.054,"Gyles Grafton",NA,1,NA,NA,NA,"","","","House Grafton","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
566,0.021,"Gyloro Dothare",NA,1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
567,0.298,"Gyles III Gardener",NA,1,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
568,0.697,"Gynir",NA,1,NA,NA,299,"","","","House Greyjoy","",0,1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,0
569,0.772,"Haggon",NA,1,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
570,0.003,"Gysella Goodbrother",NA,0,"Ironborn",NA,NA,"","","","House Goodbrother","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,1
571,0.334,"Hali",NA,0,"Free Folk",NA,298,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,0
572,0.733,"Haldon",NA,1,NA,NA,NA,"","","","House Targaryen","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.127090301,1
573,0.295,"Harbert Paege","Nobility",0,NA,NA,NA,"","","","House Paege","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
574,0.012,"Hamish the Harper",NA,0,NA,NA,300,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,0
575,0.699,"Halys Hornwood",NA,1,"North",NA,298,"","","","House Hornwood","Donella Manderly",1,1,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.107023411,0
576,0.018,"Harghaz",NA,1,"Ghiscari",NA,300,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.023411371,0
577,0.807,"Hareth (Mole's Town)",NA,1,NA,NA,NA,"","","","Night's Watch","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.050167224,1
578,0.402,"Harlan Grandison","Nobility",1,NA,NA,281,"","","","House Grandison","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,0
579,0.697,"Harle the Handsome",NA,1,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
580,0.239,"Harle the Huntsman",NA,1,"Free Folk",NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
581,0.136,"Harlon Botley",NA,1,"Ironborn",NA,NA,"","","","House Botley","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.046822742,1
582,0.06,"Harmund Sharp",NA,1,"Ironborn",NA,NA,"","","","House Sharp","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
583,0.296,"Harlon Greyjoy",NA,1,"Ironborn",NA,NA,"","","","House Greyjoy","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.063545151,1
584,0.002,"Harodon","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
585,0.196,"Harra",NA,0,NA,NA,299,"","","","House Whent","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,0
586,0.065,"Harrag Sharp",NA,0,"Ironborn",NA,299,"","","","House Sharp","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,0
587,0.597,"Harrag Hoare",NA,1,"Ironborn",NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,1
588,0.002,"Harren Half-Hoare",NA,1,"Ironborn",NA,NA,"","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
589,0.031,"Harren Botley",NA,0,"Ironborn",NA,299,"","","","House Botley","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.060200669,0
590,0.807,"Harrold Osgrey","Nobility",1,NA,NA,NA,"","","","House Osgrey","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
591,0.032,"Harry Sawyer","Nobility",0,NA,NA,NA,"","","","House Sawyer","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
592,0.187,"Harsley",NA,1,NA,NA,299,"","","","","",0,0,1,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,0
593,0.848,"Harwyn Hoare",NA,1,NA,NA,NA,"","Qhorwyn Hoare","Halleck Hoare","","",0,0,0,0,0,NA,1,1,NA,0,0,NA,0,0,0,0.100334448,1
594,0.259,"Hayhead",NA,1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
595,0.095,"Hazrak zo Loraq",NA,1,"Ghiscari",NA,NA,"","","","House of Loraq","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
596,0.27,"Harwyn Plumm","Nobility",1,NA,NA,NA,"","","","House Plumm","",0,0,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.046822742,1
597,0.978,"Helicent Uffering",NA,0,NA,171,NA,"","","","House Uffering","",0,0,0,0,0,NA,NA,NA,NA,0,0,100,0,0,0,0.023411371,0
598,0.009,"Helliweg","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
599,0.015,"Helly",NA,0,NA,NA,NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
600,0.073,"Helya",NA,0,NA,NA,NA,"","","","House Greyjoy","",0,1,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
601,0.227,"Henk",NA,1,"Free Folk",NA,NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
602,0.115,"Henly (House Ashford)",NA,0,NA,NA,NA,"","","","House Ashford","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
603,0.024,"Herbert Bolling","Nobility",0,NA,NA,NA,"","","","House Bolling","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
604,0.738,"Hendry Bracken",NA,0,NA,NA,299,"","","","House Bracken","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.040133779,0
605,0.768,"Heward",NA,0,"North",NA,298,"","","","House Stark","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,0
606,0.012,"Hibald",NA,1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
607,0.003,"Hilmar Drumm",NA,1,"Ironborn",NA,NA,"","","","House Drumm","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
608,0.298,"Hod",NA,1,NA,NA,NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
609,0.012,"Hoke",NA,0,NA,NA,NA,"","","","House Lannister","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
610,0.163,"Holger",NA,0,"Vale mountain clans",NA,NA,"","","","Stone Crows","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
611,0.291,"Hop-Robin",NA,1,NA,NA,NA,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.033444816,1
612,0.049,"Hugh Beesbury","Nobility",0,NA,NA,NA,"","","","House Beesbury","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
613,0.262,"Humfrey Clifton","Nobility",1,NA,NA,NA,"","","","House Clifton","",0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
614,0.127,"Hunnimore","Nobility",0,NA,NA,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0,1
615,0.341,"Husband",NA,1,NA,NA,NA,"","","","","Sharna",0,0,1,1,0,NA,NA,NA,1,1,0,NA,0,0,0,0.043478261,1
616,0.24,"Illifer","Nobility",1,NA,240,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,65,0,0,0,0.040133779,1
617,0.187,"Ironbelly",NA,1,NA,NA,NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
618,0.966,"Jaehaerys Targaryen (son of Aegon II)","Royalty",1,NA,123,129,"","","","House Targaryen","",0,0,0,0,0,NA,NA,NA,NA,0,1,6,0,0,0,0.18729097,0
619,0.977,"Jaehaera Targaryen","Royalty",0,"Valyrian",123,133,"","","","House Targaryen","Aegon III Targaryen",0,0,0,0,0,NA,NA,NA,0,1,1,10,0,0,0,0.280936455,0
620,0.178,"Jaggot",NA,0,"Vale mountain clans",NA,NA,"","","","Stone Crows","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
621,0.793,"Jaehaerys II Targaryen",NA,1,NA,NA,NA,"Betha Blackwood","Aegon V Targaryen","Aerys II Targaryen","","",0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,1,0.494983278,0
622,0.271,"Jaime Frey",NA,1,NA,299,NA,"","","","House Frey","",0,0,0,1,0,NA,NA,NA,NA,0,0,6,0,0,0,0.127090301,1
623,0.991,"Jaehaerys I Targaryen",NA,1,NA,NA,NA,"Alyssa Velaryon","Aenys I Targaryen","Aemon Targaryen","","",0,0,0,0,0,1,0,1,NA,0,0,NA,5,1,1,0.658862876,0
624,0.017,"Jate",NA,0,NA,NA,300,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0
625,0.255,"Jate Blackberry",NA,1,NA,NA,NA,"","","","House Blackberry","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
626,0.206,"Jasper Waynwood",NA,1,NA,NA,NA,"","","","House Waynwood","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.056856187,1
627,0.533,"Jayde",NA,0,NA,NA,NA,"","","","Chataya's brothel","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
628,0.016,"Jeffory Norcross","Nobility",1,NA,NA,NA,"","","","House Norcross","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
629,0.163,"Jeffory Mallister",NA,1,NA,NA,NA,"","","","House Mallister","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
630,0.278,"Jayne Bracken",NA,0,NA,NA,NA,"","","","House Bracken","",0,0,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.030100334,1
631,0.24,"Squinty Jeyne",NA,0,NA,NA,NA,"","","","House Osgrey","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
632,0.039,"Jeyne Fossoway",NA,0,NA,NA,NA,"","","","House Fossoway of New Barrel","Gunthor Hightower",0,0,0,1,0,NA,NA,NA,1,1,0,NA,0,0,0,0.053511706,1
633,0.297,"Jeyne Heddle",NA,0,NA,281,NA,"","","","Brotherhood Without Banners","",0,0,0,1,0,NA,NA,NA,NA,0,0,24,0,0,0,0.033444816,1
634,0.275,"Jeyne Swann",NA,0,NA,NA,NA,"","","","House Swann","",0,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
635,0.787,"Jeyne Westerling (wife of Maegor I)","Royalty",0,NA,27,47,"","","","House Westerling","Alyn Tarbeck",0,0,1,0,0,NA,NA,NA,1,1,1,20,0,0,0,0.110367893,0
636,0.998,"Jeyne Waters",NA,1,"Westeros",171,NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,100,0,0,0,0.073578595,0
637,0.615,"Jeyne Westerling",NA,0,"Westeros",283,NA,"","","","House Westerling","Robb Stark",0,0,1,1,0,NA,NA,NA,0,1,1,22,0,0,1,0.424749164,1
638,0.007,"Jocelyn Swyft",NA,0,NA,NA,NA,"","","","House Swyft","",0,0,0,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
639,0.308,"Jodge",NA,1,NA,NA,NA,"","","","House Lannister","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
640,0.121,"Joanna Swyft",NA,0,NA,NA,NA,"","","","House Swyft","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.023411371,1
641,0.946,"Joanna Lannister",NA,0,"Westeros",245,273,"","","","House Lannister","Tywin Lannister",1,1,1,1,1,NA,NA,NA,0,1,1,28,5,1,0,0.230769231,0
642,0.152,"Johanna Swann",NA,0,NA,NA,NA,"","","","House Swann","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
643,0.013,"Jommo",NA,1,"Dothraki",NA,NA,"","","","","",1,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
644,0.102,"Jommy",NA,1,NA,NA,NA,"","","","House Baratheon","",0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
645,0.456,"Jon Cupps","Nobility",1,NA,NA,NA,"","","","House Cupps","Leyla Hightower",0,0,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.050167224,1
646,0.107,"Jon Heddle","Nobility",1,NA,NA,NA,"","","","House Heddle","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
647,0.313,"Jon Hollard","Nobility",1,NA,NA,NA,"","","","House Hollard","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
648,0.007,"Jon Penny",NA,0,NA,NA,NA,"","","","House Penny","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.006688963,1
649,0.47,"Jon Penrose","Nobility",1,NA,NA,NA,"","","","House Penrose","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
650,0.018,"Jon Pox",NA,1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
651,0.159,"Jon Vance","Nobility",1,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
652,0.153,"Jon Umber (Smalljon)",NA,1,"North",NA,299,"","","","House Umber","",1,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.070234114,0
653,0.376,"Jon Umber (Greatjon)",NA,1,"North",NA,NA,"","","","House Umber","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.183946488,1
654,0.984,"Jon Waters","Nobility",1,NA,171,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,100,0,0,0,0.076923077,0
655,0.009,"Jorquen","Church",1,NA,NA,NA,"","","","Night's Watch","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
656,0.187,"Jorgen",NA,1,NA,NA,NA,"","","","House Webber","",0,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,1
657,0.01,"Joseran","Nobility",0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.003344482,1
658,0.878,"Joseth",NA,1,NA,NA,NA,"","","","House Stark","",1,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.030100334,1
659,0.1,"Joseth Mallister","Nobility",0,NA,NA,NA,"","","","House Mallister","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
660,0.426,"Joss",NA,1,NA,NA,NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.003344482,1
661,0.015,"Joss the Gloom",NA,0,NA,NA,NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.010033445,1
